-90,0
-41.000000000000014,13.91559391148985
-40,18.754163096060438
-39,48.25883920470187
-38.000000000000014,118.97315401551532
-37,155.1885457158587
-36.00000000000001,193.4125784860371
-35,226.8856663178267
-34,272.7456266133977
-33.00000000000001,298.66863467298754
-32,313.8523332670411
-31.000000000000007,302.0335237464624
-30.000000000000007,324.96958393192836
-29,322.30173160802406
-28.000000000000007,313.9900466737472
-27.000000000000014,318.3239953258435
-26,330.0636352653928
-25,343.2924601741088
-24,348.7104372666872
-23.000000000000014,352.26705302699156
-22,355.78444907279845
-21.000000000000014,376.3756384093813
-20,386.4698430638782
-19,401.0005375727178
-18.000000000000014,435.25484673675237
-17,467.68890836765604
-16,519.7154530673379
-15.000000000000014,605.8609536683234
-14,696.6560227552745
-13,844.9825826208707
-12.000000000000014,1033.1459795061346
-10.999999999999986,1363.9596818382415
-10,1685.8228044866719
-9,2200.770006168208
-8,2970.1335868160077
-7.000000000000014,4024.7109660089045
-6.000000000000014,5317.858897541323
-5.000000000000014,6783.229286540165
-4.000000000000014,8291.093411587966
-3,9314.886447628449
-2.000000000000014,9748.661999425969
-1.0000000000000142,10040.440752571742
1.4210854715202004e-14,10146.649114658256
0.9999999999999858,10040.733058342921
2,9796.029459827196
3,9257.88931590016
3.999999999999986,8424.042920611064
4.999999999999986,6860.666326665224
6,5307.911907712977
7,3745.217688462222
7.999999999999986,2785.582957045248
8.999999999999986,2135.95958662633
9.999999999999986,1641.459059312594
11.000000000000014,1268.3677614773387
12,998.7742316704371
13,820.2897073683671
13.999999999999986,684.9790580385052
15,593.9063816773287
15.999999999999986,514.2894771832562
17,470.2842688895216
17.999999999999986,428.39557405943924
18.999999999999986,398.09754648855596
19.999999999999986,380.34475576279874
20.999999999999986,369.21240076854883
22,346.29644464253397
23,357.77111291879373
24,352.5753648071259
24.999999999999986,337.2995540443735
26,327.5230267471816
27,317.57858795961874
28,313.9247910029262
29,321.356947715989
29.999999999999986,320.88664942029754
30.999999999999986,299.9315487825115
32,314.15047151266845
32.99999999999997,299.29742428803
33.999999999999986,268.78927921059403
35,237.39730761789178
36,193.2652286737375
37.000000000000014,142.93310890104658
37.999999999999986,106.67064690636835
39.000000000000014,49.52000519269495
39.999999999999986,-1.1792489403869695
41.000000000000014,-5.93803041389765
90,0
